"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1808785450641076492","Thu Jul 04 08:50:31 +0000 2024","0","Presiden angkat bicara soal yang lagi rame tentang peretasan data nasional jenis ransomware loh guys. https://t.co/paeROq3DpQ","1808785450641076492","https://pbs.twimg.com/media/GRoYnwlaUAATfDO.jpg","","in","","0","0","0","https://x.com/pax_indonesiana/status/1808785450641076492","1789987647852777473","pax_indonesiana"
"1808782949716025598","Thu Jul 04 08:40:35 +0000 2024","0","Spantera Soroti Pentingnya Penanganan Ransomware Bagi Perusahaan https://t.co/fpKOcLvDLQ","1808782949716025598","","","in","Indonesia","0","0","0","https://x.com/telset_id/status/1808782949716025598","279390612","telset_id"
"1808782945823699036","Thu Jul 04 08:40:34 +0000 2024","0","Hacker Server PDN Janji Berikan Kunci Enkripsi Ransomware https://t.co/UOWMmHSNDr","1808782945823699036","","","in","Indonesia","0","0","0","https://x.com/telset_id/status/1808782945823699036","279390612","telset_id"
"1808782019255808374","Thu Jul 04 08:36:53 +0000 2024","0","Indonesia kapan nge push buat gen AI stop training data orang 🇮🇩 *liat case ransomware pdn* Suram tapi berharap pejabat Indonesia lebih aware sama data security","1808782019255808374","","","in","home","0","0","0","https://x.com/samnotyou/status/1808782019255808374","1544803216214609920","samnotyou"
"1808779408259568060","Thu Jul 04 08:26:31 +0000 2024","0","Hal ini menjadi tindak lanjut dari tanggung jawabnya usai Pusat Data Nasional Sementara (PDNS) Kominfo diserang ransomware dari brain cipher.","1808779412017750093","","holopiscom","in","Jakarta","0","1","0","https://x.com/holopiscom/status/1808779412017750093","1366400664960573441","holopiscom"
"1808775041209012328","Thu Jul 04 08:09:09 +0000 2024","0","Pada akhir Juni 2024 Pusat Data Nasional Sementara (PDNS) Indonesia mengalami serangan siber berbentuk ransomware. Insiden ini menyoroti kelemahan sistem pertahanan kita dalam menghadapi ancaman siber yang berakibat pada kerugian besar bagi negara. Sebagai bentuk kepedulian https://t.co/yBTt185Atv","1808775041209012328","https://pbs.twimg.com/media/GRoPMKNbMAAQ3F_.jpg","","in","Jakarta Pusat, DKI Jakarta","0","0","0","https://x.com/equnix_asia/status/1808775041209012328","4881953348","equnix_asia"
"1808775036729446725","Thu Jul 04 08:09:08 +0000 2024","0","Apa Itu Ransomware dan Bagaimana Cara Mengatasinya? https://t.co/IzU2CE7RS5","1808775036729446725","","","in","","0","0","0","https://x.com/damaspati/status/1808775036729446725","1272242632765214720","damaspati"
"1808773892783419813","Thu Jul 04 08:04:36 +0000 2024","0","Usai Diberi Kunci Kominfo Sebut Data PDN yang Terenkripsi Ransomware Bisa Dibuka https://t.co/R2fPW1kcfc","1808773892783419813","","","in","Indonesia","0","1","0","https://x.com/KompasTV/status/1808773892783419813","71436318","KompasTV"
"1808773874148127227","Thu Jul 04 08:04:31 +0000 2024","0","Dirjen Aplikasi Informatika (Aptika) Kementeri Kominfo Semuel Abrijani Pangerapan resmi mengundurkan diri dari jabatannya imbas dari serangan PDNS oleh Brain Chiper Ransomware. Semuel merasa dirinya memiliki rasa tanggung jawab moral dalam kasus peretasan PDNS 2. https://t.co/mXT3fkteyF","1808773874148127227","https://pbs.twimg.com/ext_tw_video_thumb/1808771842058125312/pu/img/FqIX2UNMSUgXB72Q.jpg","","in","","0","0","0","https://x.com/inilahdotcom/status/1808773874148127227","46693036","inilahdotcom"
"1808540593339146481","Thu Jul 04 08:03:19 +0000 2024","0","@awank2017 Pengalihan isu apa nih Ketua kpu mesum? Ransomware?","1808773571642339706","","awank2017","in","Tangerang","0","0","0","https://x.com/mynameishendry/status/1808773571642339706","192265039","mynameishendry"
"1808728960089665758","Thu Jul 04 08:01:18 +0000 2024","0","@akbarfaizal68 @kemkominfo Dirjen aja lulusan manajemen. Susah kalo lawan ransomware begini Atasannya lulusan FISIP Kepala BSSN juga lulusan SMA Angel wis","1808773063426855173","","akbarfaizal68","in","","0","0","0","https://x.com/Oxi1076844/status/1808773063426855173","1794736435066736640","Oxi1076844"
"1808772956186947617","Thu Jul 04 08:00:52 +0000 2024","0","[FULL] Dirjen Aptika Kominfo Mengundurkan Diri Imbas Serangan Ransomware... https://t.co/sQC8ZJoZeI via @YouTube","1808772956186947617","","","in","Bogor, Jawa Barat","0","0","0","https://x.com/mfawijaya/status/1808772956186947617","3112539697","mfawijaya"
"1808769284652609909","Thu Jul 04 07:46:17 +0000 2024","11","Dirjen Aptika Kominfo Semuel Pangerapan Mundur Imbas Ransomware PDNS Yang tau diri pasti undur diri https://t.co/VszasyNQ5c https://t.co/0UkKSGQSpT","1808769284652609909","https://pbs.twimg.com/ext_tw_video_thumb/1808768229617324033/pu/img/4Z0k_DsnSjkza9I0.jpg","","in","Bali, Indonesia","0","3","4","https://x.com/T0M5helby/status/1808769284652609909","1426438140202348546","T0M5helby"
"1808705064170893526","Thu Jul 04 07:45:35 +0000 2024","0","@CNNIndonesia ransomware..makan korban https://t.co/j3nULbv3FE","1808769108101714097","","CNNIndonesia","in","DKI Jakarta, Indonesia","0","0","0","https://x.com/KutaReal_X/status/1808769108101714097","4200088157","KutaReal_X"
"1808768972646404481","Thu Jul 04 07:45:03 +0000 2024","0","Semuel menyatakan pengunduran dirinya karena adanya serangan ransomware yang menyerang Pusat Data Nasional (PDN) yang menurutnya merupakan tanggung jawab moralnya. Kominfo dan pihak terkait masih memulihkan PDN secara berkala dengan kunci dekripsi gratis dari peretas PDN.","1808768974454145269","","centranews_id","in","Indonesia","0","1","0","https://x.com/centranews_id/status/1808768974454145269","1471719861738823684","centranews_id"
"1808767455264977364","Thu Jul 04 07:39:01 +0000 2024","0","Anak Buah Menteri Kominfo Budi Arie Mundur Buntut Serangan Ransomware ke PDNS https://t.co/nkH5srxujB","1808767455264977364","","","in","","0","0","0","https://x.com/RepelitaO/status/1808767455264977364","1225432911899324419","RepelitaO"
"1808767379373281371","Thu Jul 04 07:38:43 +0000 2024","1","Tiga Alasan dan Motif Utama Brain Ciper Serang Server PDNS Surabaya Dengan Ransomware https://t.co/vQ5Z2DHnom","1808767379373281371","","","in","-6.252543,106.806343","0","0","0","https://x.com/alisyarief/status/1808767379373281371","30201110","alisyarief"
"1808767320610983957","Thu Jul 04 07:38:29 +0000 2024","1","Kadang suka tiba tiba pengen punya berondong yang bisa diajak jalan ngopi gym ngarit rumput bajak sawah benerin virus Ransomware ","1808767320610983957","","","in","Floptropica","0","2","0","https://x.com/gagitutem/status/1808767320610983957","63902750","gagitutem"
"1808766903080661472","Thu Jul 04 07:36:49 +0000 2024","0","Cegah Malware Yogyakarta Tingkatkan Keamanan Pusat Data Layanan Publik #Malware #Ransomware #JogjaSmartService #PeretasanPusatDataNasional https://t.co/gQxIcbv28g","1808766903080661472","","","in","Yogyakarta","0","0","0","https://x.com/republikajogja/status/1808766903080661472","1177104115148578816","republikajogja"
"1808764237839487216","Thu Jul 04 07:26:14 +0000 2024","0","Tiga Alasan dan Motif Utama Brain Ciper Serang Server PDNS Surabaya Dengan Ransomware https://t.co/ePvpXYg9Lw","1808764237839487216","","","in","Indonesia","0","0","0","https://x.com/politiknurani/status/1808764237839487216","1653948686098124800","politiknurani"
"1808762759095464373","Thu Jul 04 07:20:21 +0000 2024","1","Beredar info bocornya dokumen akses PDNS di situs Scribd dan diunggah jauh sebelum penyerangan ransomware Brain Cipher. Apa tanggapan Kominfo? https://t.co/S4nVa5euEA","1808762759095464373","","","in","Jakarta, Indonesia","0","1","0","https://x.com/detikinet/status/1808762759095464373","135815019","detikinet"
"1808741478447075826","Thu Jul 04 07:13:33 +0000 2024","0","@ecommurz Hahaha dari kasus BTS dah nunggu mundur eh malah kasus ransomware mundurnya","1808761045499945120","","ecommurz","in","Melbourne, Victoria","0","0","0","https://x.com/adiyaadiya/status/1808761045499945120","50319714","adiyaadiya"
"1808759588596109768","Thu Jul 04 07:07:45 +0000 2024","0","Dirjen Aplikasi Informatika (Aptika) Kementerian Kominfo Semuel Abrijani Pangerapan menyatakan mundur dari jabatannya imbas serangan server Pusat Data Nasional oleh kelompok Brain Cipper Ransomware yang melumpuhkan sejumlah layanan publik. https://t.co/s3aZpxcq48","1808759588596109768","","","in","Jakarta, Indonesia","0","0","0","https://x.com/nawabinekanews/status/1808759588596109768","1762043186598604800","nawabinekanews"
"1808759466084667756","Thu Jul 04 07:07:16 +0000 2024","0","Dah ketemu neh kambing hitamnya https://t.co/ge2iuFQTWR Beredar info bocornya dokumen akses PDNS di situs Scribd dan diunggah jauh sebelum penyerangan ransomware Brain Cipher. Apa tanggapan Kominfo?","1808759466084667756","","","in","jakarta - bandung","0","0","0","https://x.com/RintSo/status/1808759466084667756","192787849","RintSo"
"1808757939429330962","Thu Jul 04 07:01:12 +0000 2024","0","Desakan agar Menteri Budi Arie Setiadi mundur menguat pasca serangan ransomware di PDNS 2. Presiden Jokowi menyatakan bahwa seluruh pihak yang bertanggung jawab telah dievaluasi. Fokus pemerintah kini adalah memperkuat sistem keamanan untuk mencegah kejadian serupa di masa depan. https://t.co/4S13abcy3G","1808757939429330962","https://pbs.twimg.com/media/GRn_u67bMAA9Bpr.jpg","","in","","0","0","0","https://x.com/jurnalismeinve1/status/1808757939429330962","1417699325400866819","jurnalismeinve1"
"1808757917178605856","Thu Jul 04 07:01:07 +0000 2024","0","Setelah serangan ransomware yang menghantam Pusat Data Nasional Sementara (PDNS) 2 Menkominfo Budi Arie Setiadi berada di bawah tekanan untuk mundur. Baca artikel selengkapnya di https://t.co/vwxRIzkXe7 #PresidenJokoWidodo #Jokowi #JokoWidodo #Menkominfo #Menteri https://t.co/mOnSHWcA0X","1808757917178605856","https://pbs.twimg.com/media/GRn_tnxbMAAZpni.jpg","","in","","0","0","0","https://x.com/IsuUtama/status/1808757917178605856","1349604385102282753","IsuUtama"
"1808757707081433195","Thu Jul 04 07:00:17 +0000 2024","0","Ada beberapa langkah pertahanan untuk mencegah infeksi dan serangan ransomware yang bisa kamu terapkan agar meningkatkan pertahanan dari segala jenis infeksi dan serangan. https://t.co/beiQftlEnT #souja #soulofjakarta #kliksouja #tips #ransomware #security #cybersecurity https://t.co/ylX02jz4v1","1808757707081433195","https://pbs.twimg.com/media/GRn_jIbaUAQV0G1.jpg","","in","","0","0","0","https://x.com/soulofjakartaid/status/1808757707081433195","1602513142021427201","soulofjakartaid"
"1808694784917450851","Thu Jul 04 06:56:59 +0000 2024","0","@Tita83079013 @gibran_tweet lagi sibuk nyusun program buat covering ransomware gada ransomware ga da janji pemutakhiran yg dijanjikan","1808756877918097723","","Tita83079013","in","anywhere","0","0","0","https://x.com/imat_mamat/status/1808756877918097723","244778816","imat_mamat"
"1808753929225974122","Thu Jul 04 06:45:16 +0000 2024","0","Terduga peretas atau hacker Pusat Data Nasional Sementara (PDNS) 2 di Surabaya ransomware gang Brain Chiper menepati janji memberikan kunci pembuka enkripsi secara gratis. Kunci itu diserahkan usai Brain Chiper meminta maaf. #brtv #newsbrtv #tvdigital #PDNS https://t.co/TstujVbuIb","1808753929225974122","https://pbs.twimg.com/media/GRn8CrXbMAMHOzK.jpg","","in","Cikarang, Indonesia","0","1","0","https://x.com/official_brtv/status/1808753929225974122","918087189405212672","official_brtv"
"1808753352450191735","Thu Jul 04 06:42:58 +0000 2024","0","Dirjen Aptika Kominfo Semuel A Pangerapan mundur dari jabatannya terkait masalah ransomware di PDNS 2. Perjalanan karirnya sudah begitu panjang. https://t.co/qgNnKNw0uw","1808753352450191735","","","in","Jakarta, Indonesia","0","1","0","https://x.com/detikinet/status/1808753352450191735","135815019","detikinet"
"1808749447486263463","Thu Jul 04 06:42:46 +0000 2024","7","@onnowpurbo Sebenarnya SDM Indonesia bnyk yg jago2 ttp kenapa tdk dilibatkan dalam penanganan PDN ini tanya kenapa? salah satunya ini Reverse Engineering Ransomware Brain Cipher penyerang PDNhttps://blog.compactbyte.com/2024/07/01/reverse-engineering-ransomware-brain-cipher-penyerang-pdn/","1808753298754973995","","onnowpurbo","in","","1","1","0","https://x.com/g0nd0r10/status/1808753298754973995","1726817958029312000","g0nd0r10"
"1808714969946673268","Thu Jul 04 06:41:45 +0000 2024","4","@ARSIPAJA Saya rasa penentuan siapa yang akan mundur buntut kasus ransomware ini menggunakan sistem hompimpa alaium gambreng/Domikadomikado eska eskado eskado bea beo kebetulan aja beliau yang beda sendiri gambrengnya/jadi orang yang ditepak tangannya terakhir","1808753043707678901","","ARSIPAJA","in","Bekasi - Jakarta","0","0","0","https://x.com/SaddamPradika/status/1808753043707678901","1908014845","SaddamPradika"
"1808751928504934458","Thu Jul 04 06:37:19 +0000 2024","0","Dirjen Aptika Kominfo Semuel A Pangerapan mundur dari jabatannya terkait masalah ransomware di PDNS 2. Perjalanan karirnya sudah begitu panjang. https://t.co/y3asH2PNWf","1808751928504934458","","","in","Jakarta, Indonesia","0","0","0","https://x.com/detikinet/status/1808751928504934458","135815019","detikinet"
"1808750797884182751","Thu Jul 04 06:32:49 +0000 2024","6","LockBIT Ransomware ObsidianCpt.exe d105c2b887ee17a04f9ddbde7e8d489e Telegram https://t[.]me/ObsidianCpt Extension .obsidiancpt@zohomail.eu.IL8DTBSQNSBL.ObsidianCpt #LockBIT #Ransomware #IOC","1808750797884182751","","","in","India","1","0","5","https://x.com/suyog41/status/1808750797884182751","177899377","suyog41"
"1808750760915841154","Thu Jul 04 06:32:41 +0000 2024","1","Serangan ransomware pada Pusat Data Nasional bikin geger! DPR RI desak Pelindo segera tingkatkan keamanan siber. Penting buat bisnis dan masyarakat! #KeamananSiber #seketika #Ransomware #Digitalisasi #fyp https://t.co/yL5pLhwe8T","1808750760915841154","","","in","Jakarta","0","0","0","https://x.com/seketikanet/status/1808750760915841154","1696426676065038336","seketikanet"
"1808049218504065104","Thu Jul 04 06:28:52 +0000 2024","0","@democrazymedia Hanya orang tolol yang percaya hacker ngasih dekriptor gratis ke korbannya. Dekriptor ransomware itu gak ada apanya yang mau dikasih gratis? Kalau sudah kena ransomware ya wassalam buang saja itu server beli baru dan bikin dari awal. ","1808749802747736463","","democrazymedia","in","404 Not Found","0","0","0","https://x.com/rajaonan/status/1808749802747736463","2177741178","rajaonan"
"1808747569876496416","Thu Jul 04 06:20:00 +0000 2024","0","Dirjen Aptika Kominfo Semuel Abrijani Pengerapan Mundur Buntut Serangan Ransomware Brain Cipher Lumpuhkan PDNS! https://t.co/hCb6MVUjow","1808747569876496416","","","in","Jakarta","0","0","0","https://x.com/Kilat_com/status/1808747569876496416","174631261","Kilat_com"
"1808747089637355905","Thu Jul 04 06:18:05 +0000 2024","4","Direktur Jenderal Aplikasi Informatika (Dirjen Aptika) Kementerian Komunikasi dan Informatika (Kominfo) Semuel Pangerapan mengumumkan pengunduran dirinya. Semmy melanjutkan bahwa alasan pengunduran dirinya berkaitan dengan insiden ransomware yang menyerang Pusat Data Nasional https://t.co/siW9iUaaYL","1808747089637355905","https://pbs.twimg.com/amplify_video_thumb/1808746529001545728/img/c5ToZ1JNkb1lET9J.jpg","","in","Jakarta","1","5","2","https://x.com/kompascom/status/1808747089637355905","23343960","kompascom"
"1808746822745149624","Thu Jul 04 06:17:02 +0000 2024","0","Ransomware makin ganas ITSEC Asia ungkap langkah mitigasi yang tepat - https://t.co/6eSW8vERMP https://t.co/8Q9JHg88fO","1808746822745149624","https://pbs.twimg.com/media/GRn1pmxXkAADdbd.jpg","","in","Jakarta, Indonesia","0","0","0","https://x.com/InfoKomputer/status/1808746822745149624","59357428","InfoKomputer"
"1808734095926775867","Thu Jul 04 05:26:27 +0000 2024","0","Ransomware gang Brain Cipher yang mengklaim telah meretas Pusat Data Nasional Sementara (PDNS) 2 di Surabaya telah memenuhi janji mereka dengan memberikan kunci pembuka (dekripsi) data yang dikunci oleh ransomware secara gratis. #garudatv #laporan8 #viral #PDN #ransomware https://t.co/ldosA4VXA5","1808734095926775867","https://pbs.twimg.com/media/GRnp9wEaUAAKnGn.jpg","","in","Indonesia","0","0","0","https://x.com/garudatvnews/status/1808734095926775867","502140136","garudatvnews"
"1808733341442847007","Thu Jul 04 05:23:27 +0000 2024","0","Ransomware kian marak di era digital. Lindungi diri Anda dengan: Backup Data Update Otomatis Antivirus Terpercaya Hati-hati Saat Download Waspada Email Nonaktifkan File Sharing Dengan langkah diatas Anda dapat meminimalkan risiko serangan ransomware. #vulcantech #ransomware https://t.co/8pTSC47Oqt","1808733341442847007","https://pbs.twimg.com/media/GRnnhZaaUAAvnmi.jpg","","in","","0","0","0","https://x.com/vulcan_techio/status/1808733341442847007","1795320930568478721","vulcan_techio"
"1808557977001210343","Thu Jul 04 05:23:18 +0000 2024","0","@bobby_risakotta Ini pengalihan isu apa sih kok aneh2 bin ajaib kejadian2 beruntun di media semenjak ada kasus KORUPSI TIMAH 271 T Pemberantasan Judi Online Kasus2 aneh pd Naek memenuhi timeline: Vina cirebon rame UKT Tapera Ransomware Ketua KPU abis ini apa lagi?","1808733301160751561","","bobby_risakotta","in","Negeri Adjaib","0","0","0","https://x.com/njar_brahma/status/1808733301160751561","56909278","njar_brahma"
"1808733235977093544","Thu Jul 04 05:23:02 +0000 2024","0","Dirjen Aptika Kominfo Semuel Pangerapan Mundur Imbas Ransomware PDNS https://t.co/J3EqnWluEV","1808733235977093544","","","in","","0","0","0","https://x.com/idrisyman/status/1808733235977093544","1781925471665745920","idrisyman"
"1808731599674224706","Thu Jul 04 05:16:32 +0000 2024","0","Kelompok peretas Brain Cipher telah memberikan kunci enkripsi atau dekriptor ransomware data di PDNS 2 pada Rabu (3/7/2024) malam. https://t.co/FLwbzDfdzJ","1808731599674224706","","","in","Jakarta","0","0","0","https://x.com/kompascom/status/1808731599674224706","23343960","kompascom"
"1808731288020357236","Thu Jul 04 05:15:18 +0000 2024","0","Direktur Jenderal Aptika Kominfo Bapak Semuel A. Pangerapan mundur dari jabatannya. Keputusan ini tidak terlepas dari kasus serangan ransomware Brain Ciphe https://t.co/GNvCE5JGTE","1808731288020357236","","","in","Jakarta, Indonesia","0","1","0","https://x.com/detikinet/status/1808731288020357236","135815019","detikinet"
"1808730292443828566","Thu Jul 04 05:11:20 +0000 2024","0","Hacker Brain Cipher merinci 3 alasan menyerang PDNS 2 Surabaya. 1. serangan ransomware sebagai Penetration Testing 2. 2. Indonesia perlu meningkatkan keamanan siber 3. data center merupakan industri berteknologi tinggi yg butuh investasi besar https://t.co/LkFu5eH7iS.","1808730292443828566","","","in","California","0","0","0","https://x.com/FrankyTts/status/1808730292443828566","106247388","FrankyTts"
"1808730173841551362","Thu Jul 04 05:10:52 +0000 2024","1","Peretas Brain Chiper yang meretas Pusat Data Nasional Sementara menepati janjinya merilis kunci enkripsi data yang disandera oleh ransomware pada Rabu (3/7/2024) malam WIB. Simak video berita di https://t.co/Z6bhYbEJRg dan akun YouTube harian Kompas. ️ https://t.co/iyHaT3MOaU https://t.co/485Pnz8Ddf","1808730173841551362","https://pbs.twimg.com/ext_tw_video_thumb/1808729642431623168/pu/img/gysBVw5vy6UvjofK.jpg","","in","Palmerah, Jakarta","0","0","2","https://x.com/hariankompas/status/1808730173841551362","255866913","hariankompas"
"1808729626002477176","Thu Jul 04 05:08:42 +0000 2024","8","Karma bajak membajak kebiasaan pake windows dan ekosistem nya yg di cracked Akhir nya karma kena ransomware karena terbiasa merusak? ","1808729626002477176","","","in","Indonesia","0","4","0","https://x.com/papanberjalan/status/1808729626002477176","1048892219430596608","papanberjalan"
"1808728871329804499","Thu Jul 04 05:05:42 +0000 2024","3","Dirjen Aplikasi Informatika (Aptika) Kementerian Komunikasi dan Informatika (Kominfo) Semuel A. Pangerapan menyatakan mundur dari jabatannya. Semuel mundur per 1 Juli 2024. Semmy mengaku bertanggung jawab atas serangan siber atau ransomware yang menyasar Pusat Data Nasional https://t.co/STpbUSnhDf","1808728871329804499","https://pbs.twimg.com/ext_tw_video_thumb/1808728759920701441/pu/img/KuLgUuK4HF3pthc2.jpg","","in","","1","3","1","https://x.com/Metro_TV/status/1808728871329804499","57261519","Metro_TV"
"1808728835653054635","Thu Jul 04 05:05:33 +0000 2024","0","Serangan Ransomware Brain Cipher Berujung Pengunduran Diri Dirjen Aptika Kominfo #Kominfo #Hacker #SemuelAbrijaniPangerapan #PDNS2 #BrainCipher #DirjenAptika https://t.co/ZxnJ3R8UKm https://t.co/WOQ0Bnc86z","1808728835653054635","","","in","Jakarta - Indonesia","0","0","0","https://x.com/TechnologueID/status/1808728835653054635","737114089386741760","TechnologueID"
"1808728761631977760","Thu Jul 04 05:05:15 +0000 2024","0","Anak Buah Menteri Kominfo Budi Arie Mundur Buntut Serangan Ransomware ke PDNS https://t.co/taZv4BeDgd","1808728761631977760","","","in","Langkat, Sumatera Utara","0","0","0","https://x.com/langkatodaycom/status/1808728761631977760","1534781683999723520","langkatodaycom"
"1808728363944849740","Thu Jul 04 05:03:41 +0000 2024","7","Buntut PDN diserang Ransomware Dirjen Aptika Kominfo Mundur : Sebagai tanggung jawab moral saya Lo kapan mundur wooy @budimuni98 ? Muka badag pisan sia teh ! https://t.co/61oBm8CzQD","1808728363944849740","https://pbs.twimg.com/ext_tw_video_thumb/1808727800335208448/pu/img/ut9DWiNrx8M5-1cV.jpg","","in","🦉🤍","0","0","7","https://x.com/KimAnkiim/status/1808728363944849740","1603341744384651264","KimAnkiim"
